Ax,Ay,Az,Gx,Gy,Gz
-0.11257013647700564,-0.23695709919660873,-0.709937056271001,-46.17406610710315,-49.12618493217547,195.5979167942153
1.1379069920450613,-1.1968506352037345,0.13281903225897335,127.57811239375499,-43.363559776634986,-55.96277521991895
2.2323113829143435,0.23075212808994092,1.308039229847846,17.71050211635856,6.279586427410371,-159.93548139259698
0.10886021337935575,1.724139525079408,-1.6768276776072586,-0.9476819166751637,-45.06326592570417,10.579302905845557
-0.6269740396633054,0.42036250815496096,0.9236364280498139,-18.032825354658343,4.388337982542172,0.1913807718920134
-0.8678765117035996,1.8924142066290588,-0.5539968352803991,36.20308559345854,5.385759414363038,15.832593561977738
0.6274118141240431,0.23016473921674893,0.0009540587711896198,-81.05089726246096,79.85614435924705,90.16519375121601
1.2476783919922734,-0.24087186380949271,-0.13987975138783443,107.11062698792291,60.19449597832545,-57.02426932208486
0.41325194551686756,1.0993074645656813,-0.7597492458519323,60.36924688327106,1.3560146485007878,-52.52261241042262
0.17352742766062035,1.4984080061005698,2.3904039118116054,-90.50004688778856,15.754765194251595,8.126110516965383
1.349674019110067,-0.3317980625298083,-0.6815011211852782,-23.18228815871303,50.58224949766842,105.12059918543048
0.18853233553197057,-0.3568655840092103,-1.5007116227834547,11.810395955271675,-115.09491035560373,42.31690806701339
1.4392234330368785,-0.5686058483194835,1.2456446381174322,-54.9011132951115,-19.991130913026893,190.1205893142698
-1.8931515944960364,-0.9277579959268902,0.007576103688120672,-44.08998705314284,36.010368254230634,-157.3407466118332
0.9023642765590489,-1.1918144934131847,-1.4811026667142202,-145.62472558819806,19.409239255890128,143.32310554608344
-0.05404859392778261,1.533085484886731,-1.1292456170329104,2.6996501600903664,-9.005603177566076,27.139456971937687
0.9322241209119064,1.0357556398134484,1.388825733220569,-1.1128466833520763,-24.02705917602317,-12.084411716518066
0.5009891490317933,0.4848479792174887,-0.06307897962229356,-26.773076726754567,-19.612401729140352,115.51677389019771
0.017709268110846776,1.4555980666379045,-1.2362651992528968,-9.650729024774094,-16.845825758109093,76.54008645387631
1.2081738288224417,-0.4257002668048007,1.0700256364828913,-28.029856771711394,-20.176903682352084,-42.95217172343294
0.6034636999209568,0.795890967831104,0.12328140347155392,3.7673901874214897,-18.726044896038957,30.9173725071194
-0.01691563137407183,1.527138116065522,0.6389615153028366,20.54536641052779,-81.74608193981335,-130.75295349682153
0.8913638764394094,-0.018584624733860355,-0.001860761761939722,-37.724382963610644,-41.325239326808585,-8.846543363270907
0.6087415503703911,1.4366808523388936,1.5105171098909445,-31.28895389703861,10.658578629993489,99.6405540302314
-0.7478335760343802,0.7569113040347695,-0.4694438200758151,24.653402789408556,39.88749680692713,-87.68560035311299
0.772590597257771,-0.07192764912443511,-0.044890089412843115,16.539398338453914,-3.120855995296685,6.8806727258982425
-1.2176501711268832,0.4211140260384008,-0.6578273146394976,22.80415038175558,45.86308845218965,-54.97055886433315
-0.804434107421405,-1.175798746213625,0.3848492445462017,-11.639366806195603,20.634047607106915,-10.169121475856937
